"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",9,0,0,2,3,6,0,0,0,3,0
"chr6:135318519|135346796",2,0,2,0,0,4,0,0,2,0,0
"chr6:136147351|136155758",6,0,4,4,0,0,5,0,2,3,2
"chr6:136151160|136155758",20,5,0,7,11,5,10,2,6,13,16
"chr6:136388393|136389517",2,0,0,0,4,0,0,0,0,0,0
"chr6:136694140|136720589",3,0,0,0,0,0,0,5,0,0,0
"chr6:138907495|138914761",3,0,0,0,0,0,0,0,0,0,2
"chr6:138911276|138930098",2,0,0,0,0,0,0,0,0,0,0
"chr6:138943513|138944622",10,11,10,14,9,10,4,8,12,13,5
"chr6:143470961|143474856",2,0,3,0,0,0,0,0,0,0,5
"chr6:143765261|143765798",4,0,4,0,0,0,0,0,4,4,0
"chr6:143765261|143777383",4,0,0,0,3,2,2,0,4,4,0
"chr6:143765261|143807133",3,0,2,0,3,2,3,0,3,2,2
"chr6:144531052|144577288",2,0,0,0,0,0,0,0,0,0,0
"chr6:144537582|144539443",4,0,4,5,9,7,0,3,3,0,0
"chr6:144781922|144803147",4,2,2,0,5,2,3,0,0,3,2
"chr6:145888020|145894977",6,0,0,6,3,0,0,0,5,0,0
"chr6:149342685|149370099",2,0,0,0,4,0,0,0,0,0,0
"chr6:149342685|149379518",2,3,0,0,0,0,0,0,2,2,0
"chr6:149369909|149379518",2,0,0,0,0,0,2,0,0,3,4
"chr6:149378018|149379518",4,0,0,5,3,0,6,0,4,5,7
"chr6:149512155|149517450",4,0,0,0,0,0,0,0,0,2,2
"chr6:149512155|149541586",3,0,3,0,0,0,0,0,0,3,0
"chr6:149676260|149695221",4,0,0,0,0,0,0,2,2,0,2
"chr6:149771162|149773169",4,7,2,4,4,2,0,4,0,0,0
"chr6:151348711|151353752",24,11,25,18,19,19,18,6,19,39,27
"chr6:152130720|152143765",2,0,0,0,0,0,0,0,0,0,0
"chr6:152239533|152262188",2,0,0,0,0,0,0,0,0,0,0
"chr6:152329730|152331890",13,9,8,4,4,5,2,0,7,4,0
"chr6:154773989|154795139",8,2,4,10,11,10,8,4,11,10,5
"chr6:154773989|154833409",12,5,3,9,4,4,0,0,10,7,10
"chr6:154787861|154795139",2,0,3,0,0,3,0,0,2,3,2
"chr6:154787861|154833409",2,0,4,2,2,0,2,0,3,0,0
"chr6:156901376|156935576",2,0,0,0,0,0,0,0,0,0,0
"chr6:157036835|157084905",5,5,2,4,2,3,0,0,6,5,5
"chr6:157036835|157133207",2,0,0,0,0,0,0,0,0,0,0
"chr6:157084662|157110561",5,0,0,2,3,3,2,0,0,3,0
"chr6:157628349|157653627",2,0,0,0,0,0,0,0,0,0,2
"chr6:158282263|158314268",15,19,10,17,9,13,15,3,24,23,5
"chr6:158312051|158314268",52,26,29,53,38,34,31,12,50,50,40
"chr6:158580940|158589782",7,9,7,10,17,9,0,5,14,7,4
"chr6:158580940|158608750",2,0,0,0,0,0,0,0,0,0,3
"chr6:158583954|158589782",7,0,3,2,5,3,2,3,5,5,4
"chr6:160046498|160048543",5,0,0,4,4,2,2,0,3,5,0
"chr6:161034259|161049979",7,3,13,8,5,5,11,11,12,16,13
"chr6:163455279|163478896",5,2,3,6,6,5,2,3,7,6,3
"chr6:167870383|167889326",3,0,2,2,0,3,0,0,2,0,0
"chr6:169759838|169768171",2,0,0,0,0,2,3,0,0,0,2
"chr6:170317370|170330550",2,0,0,2,0,5,2,0,5,0,0
"chr6:170543601|170549113",4,0,0,4,0,3,0,0,5,6,0
"chr6:170546103|170549113",2,0,0,0,0,0,0,0,0,0,0
"chr7:770471|775162",2,2,0,3,2,3,0,4,4,4,0
"chr7:854920|857957",2,0,0,2,4,2,2,0,0,2,4
"chr7:2360710|2364529",2,0,0,0,0,0,0,0,0,0,0
"chr7:3619080|3642105",2,3,0,0,10,0,2,4,0,0,0
"chr7:5641154|5641376",8,0,4,0,0,0,3,2,0,6,5
"chr7:5641154|5652510",11,0,29,21,22,15,12,7,7,34,20
"chr7:6046071|6050045",2,0,0,0,2,0,0,0,0,0,0
"chr7:6432837|6436533",4,3,2,0,0,0,3,0,4,3,2
"chr7:10982372|10990847",6,0,0,0,0,0,0,0,0,2,0
"chr7:14574212|14673027",5,0,0,0,0,0,0,0,0,0,0
"chr7:14607434|14673027",3,0,0,0,0,0,0,0,0,0,0
"chr7:14613340|14673027",2,0,0,0,0,0,0,0,0,0,0
"chr7:16216066|16278226",3,0,2,0,6,5,3,4,0,0,0
"chr7:16258390|16278226",10,9,0,0,0,6,0,2,3,4,3
"chr7:16258390|16308627",2,0,0,0,0,0,0,0,0,0,0
"chr7:16376092|16406337",4,0,2,2,0,3,3,3,0,7,3
"chr7:17868407|17875790",6,3,2,2,0,7,6,2,5,0,4
"chr7:17890363|17897446",3,0,0,4,4,0,0,2,0,3,0
"chr7:22308339|22318037",5,0,0,0,0,0,0,0,0,4,0
"chr7:22960256|22991139",16,7,3,12,16,6,8,6,8,12,12
"chr7:23611171|23611553",20,9,14,8,20,22,16,8,12,17,9
"chr7:24620052|24668660",2,0,3,5,3,0,0,0,0,3,4
"chr7:24623663|24650712",3,0,0,0,0,0,0,0,0,0,2
"chr7:24623663|24668660",4,0,2,4,2,3,0,4,4,6,6
"chr7:24623666|24650712",4,2,3,2,4,3,2,4,4,3,5
"chr7:24623666|24668660",16,7,12,18,12,8,9,7,11,26,17
"chr7:24623666|24680520",11,5,0,4,4,0,3,0,3,8,2
"chr7:24641716|24668660",2,0,0,0,0,0,0,0,0,0,0
"chr7:27629371|27632445",4,4,4,0,5,2,2,0,4,2,2
"chr7:27785163|27785489",3,4,4,0,3,2,2,3,6,4,5
"chr7:27895220|27991981",21,0,0,5,3,4,7,5,7,11,0
"chr7:30550636|30562128",5,4,0,4,2,5,6,4,10,2,6
"chr7:30621393|30622462",2,4,4,3,2,2,0,0,3,0,2
"chr7:32544694|32570154",2,0,0,0,0,0,0,0,0,0,0
"chr7:32632543|32639365",2,2,2,0,0,4,0,0,0,0,0
"chr7:32632543|32679130",2,0,0,0,0,0,0,0,0,0,0
"chr7:32988507|32988652",6,6,2,8,7,8,11,0,5,7,3
"chr7:33146242|33177591",13,0,3,3,4,7,0,2,3,4,0
"chr7:33344581|33388144",2,0,0,0,0,0,0,0,0,0,0
"chr7:33349068|33388144",7,2,2,3,3,0,2,0,2,0,0
"chr7:33351219|33388144",3,0,0,0,3,4,0,0,0,0,0
"chr7:33357855|33388144",5,3,4,4,6,3,7,2,4,4,7
"chr7:33367767|33388144",3,0,2,0,4,4,0,0,4,0,2
"chr7:33937289|33974784",2,0,0,0,0,0,0,0,0,0,0
"chr7:35667434|35673278",7,5,4,10,4,6,12,7,10,0,9
"chr7:37948840|37950392",3,0,2,3,2,6,2,0,0,2,0
"chr7:39987599|40002031",7,13,7,20,12,5,11,5,9,6,5
"chr7:42023468|42048696",21,8,0,6,7,4,0,3,13,16,8
"chr7:42148226|42223295",2,0,0,0,2,3,0,0,0,2,0
"chr7:43639449|43640649",5,0,0,7,2,2,3,5,0,5,3
"chr7:44106546|44108084",3,0,0,0,0,0,0,0,0,0,0
"chr7:44840899|44843354",2,0,0,0,0,0,0,0,3,0,0
"chr7:50669722|50703908",2,0,0,0,0,0,0,0,0,0,0
"chr7:55982210|55983868",9,0,3,0,2,0,5,2,2,0,2
"chr7:55982210|55984878",4,0,0,0,6,0,2,0,2,0,0
"chr7:64068891|64069609",7,0,0,0,2,0,0,0,0,0,0
"chr7:64543707|64544432",5,3,7,8,0,5,4,2,7,4,4
"chr7:66127704|66134374",9,2,9,8,7,7,6,9,6,16,3
"chr7:66130744|66134374",5,2,0,0,0,0,6,0,0,0,0
"chr7:66240325|66241270",2,0,0,0,0,0,0,2,0,0,0
"chr7:66240325|66286709",13,12,6,7,20,7,14,11,17,8,15
"chr7:66286511|66286709",5,2,0,0,3,0,0,5,0,2,0
"chr7:66427949|66439304",2,0,0,0,0,0,0,0,2,0,0
"chr7:66991137|66994341",3,0,3,4,3,4,0,0,3,5,0
"chr7:69899286|69899498",9,2,4,12,5,11,6,0,0,10,4
"chr7:70762870|70771644",3,0,3,2,3,2,0,2,2,4,4
"chr7:72830692|72833928",2,0,0,0,0,0,0,0,2,0,0
"chr7:73470345|73478569",3,0,0,0,0,0,0,0,0,0,0
"chr7:73686636|73687095",6,0,0,4,5,5,6,0,4,3,6
"chr7:73700378|73700931",17,5,10,10,7,13,4,0,11,15,21
"chr7:74056271|74056713",3,0,0,0,0,0,0,0,0,0,0
"chr7:74239938|74246763",2,0,0,0,0,0,0,0,0,0,0
"chr7:74705164|74716950",5,2,6,3,5,7,8,3,6,6,6
"chr7:74705164|74718941",2,2,2,7,2,4,3,0,0,5,4
"chr7:75553453|75554526",2,0,0,0,0,0,0,0,0,0,0
"chr7:77241691|77280653",2,0,0,0,0,0,0,0,0,0,0
"chr7:77274482|77280653",2,2,0,0,0,0,0,0,0,0,0
"chr7:77581427|77583650",3,0,0,2,0,0,0,0,0,0,0
"chr7:77581427|77597901",2,0,3,0,0,0,0,0,0,0,0
"chr7:77585543|77600806",5,2,2,2,9,6,0,2,3,2,2
"chr7:77607235|77635849",2,0,0,0,0,2,0,0,0,0,0
"chr7:77765495|77773314",4,0,0,0,0,0,0,0,0,0,2
"chr7:78343778|78346043",5,2,4,4,3,0,4,0,6,3,0
"chr7:80199225|80212869",2,0,0,0,2,0,0,0,0,3,0
"chr7:80662990|80674147",2,0,0,0,0,0,0,0,0,0,0
"chr7:80789306|80805758",3,0,2,3,4,0,0,0,5,4,5
"chr7:80789306|80810701",7,4,11,14,8,25,12,10,9,16,14
"chr7:90747681|90790652",3,5,6,0,4,6,3,4,2,4,0
"chr7:92213195|92226682",8,0,3,4,4,7,2,2,4,9,3
"chr7:92225720|92234923",2,0,0,0,0,0,0,0,0,0,0
"chr7:92294889|92307656",7,3,0,0,2,2,0,5,7,5,2
"chr7:92294889|92319512",5,2,0,3,3,0,4,0,2,3,5
"chr7:92294889|92327900",15,6,8,11,6,12,15,5,15,14,7
"chr7:92517276|92518255",3,0,3,0,0,0,0,0,0,2,0
"chr7:92517276|92519078",2,0,0,2,0,0,0,0,2,0,0
"chr7:93291703|93297243",2,0,0,0,0,0,0,0,0,2,3
"chr7:93291703|93311272",5,0,0,3,0,2,2,0,0,3,2
"chr7:96277196|96296951",2,0,0,2,0,0,0,0,0,2,0
"chr7:98190728|98194572",6,0,8,6,8,8,10,8,10,11,23
"chr7:99493040|99494631",6,0,3,0,5,4,4,2,4,2,3
"chr7:100023419|100024307",19,21,27,21,28,24,12,18,17,31,23
"chr7:100075135|100075630",3,0,0,0,0,0,0,0,0,0,0
"chr7:100355143|100355804",12,4,11,10,4,3,9,5,8,10,6
"chr7:100812747|100813208",24,5,17,20,39,14,14,9,10,13,10
"chr7:101916115|102028145",2,0,0,0,0,0,0,0,0,0,0
"chr7:101916115|102115273",4,7,3,9,9,9,6,3,8,15,5
"chr7:102070339|102115273",2,0,0,2,0,0,0,2,3,0,0
"chr7:102158560|102178657",3,2,7,0,5,2,2,3,8,2,3
"chr7:102227367|102227669",34,14,23,36,24,26,18,14,24,52,13
"chr7:102397620|102407498",3,0,0,0,4,0,0,0,0,0,0
"chr7:102963533|103029418",3,0,0,0,0,0,0,0,0,0,0
"chr7:103025063|103029418",3,0,0,0,3,4,0,0,0,2,0
"chr7:103321932|103322794",2,3,0,3,3,0,2,0,5,0,0
"chr7:104136781|104165282",2,3,0,0,0,2,0,0,2,2,0
"chr7:104188251|104204234",2,0,0,0,0,0,0,0,0,0,0
"chr7:105038126|105041023",4,4,4,3,2,5,4,2,0,2,4
"chr7:105073619|105077433",5,3,2,2,5,4,0,0,0,2,6
"chr7:105073619|105078963",3,4,2,0,6,0,5,2,6,0,8
"chr7:106092949|106099282",4,0,0,0,0,0,0,0,0,2,0
"chr7:111808821|111834686",2,0,0,0,0,0,0,0,0,0,0
"chr7:121266227|121271430",2,0,0,0,0,0,0,0,0,0,0
"chr7:122113118|122133741",7,0,0,0,0,2,2,0,0,4,2
"chr7:122345574|122379442",5,0,2,0,0,0,0,0,0,0,0
"chr7:122345574|122393582",2,0,0,0,0,0,0,0,2,0,0
"chr7:122345574|122416164",5,0,0,0,0,0,0,0,0,0,0
"chr7:122379368|122393582",10,0,4,0,0,3,0,0,7,3,2
"chr7:122379368|122407696",7,0,4,0,0,4,2,0,2,2,4
"chr7:122379368|122416164",5,0,0,0,0,2,0,0,0,7,0
"chr7:122407540|122474517",2,0,0,0,0,0,0,0,0,0,0
"chr7:122436360|122451475",4,0,0,0,2,2,2,0,0,0,0
"chr7:122436360|122581290",3,0,0,0,0,0,0,0,0,0,0
"chr7:122438341|122581290",2,0,0,0,0,0,0,0,0,0,0
"chr7:122471375|122513315",4,0,0,0,0,0,0,0,0,0,0
"chr7:122471375|122554689",2,0,0,0,0,0,3,0,0,0,0
"chr7:122471375|122581290",8,3,2,0,0,0,3,0,0,0,0
"chr7:122490081|122554689",3,0,0,0,0,0,0,0,0,0,0
"chr7:122490081|122581290",6,0,0,0,0,0,0,0,0,0,0
"chr7:122554550|122621717",14,0,0,0,0,0,0,0,0,0,0
"chr7:122581179|122663569",2,0,0,0,0,0,0,0,0,0,0
"chr7:122615181|122629328",11,0,3,0,0,4,4,0,2,4,4
"chr7:122615181|122737068",6,0,4,0,0,0,2,0,2,2,0
"chr7:127373342|127377329",5,5,0,2,2,3,3,0,0,5,4
"chr7:128577953|128638897",2,0,2,0,2,0,3,2,5,0,4
"chr7:128641203|128648982",5,0,3,2,3,3,5,0,0,0,0
"chr7:129014979|129018157",11,0,13,16,11,9,16,7,16,16,16
"chr7:129657346|129690546",3,0,0,0,0,0,0,0,0,0,0
"chr7:130039464|130049144",2,0,0,2,6,8,0,0,3,0,5
"chr7:130120749|130122202",8,2,9,8,10,7,6,4,7,8,11
"chr7:131375424|131399433",7,11,8,4,10,11,7,3,9,7,0
"chr7:131429033|131445903",2,3,0,2,0,0,3,0,2,0,2
"chr7:133317284|133375002",2,0,0,0,0,0,0,0,0,0,0
"chr7:134932988|134934077",2,0,0,0,0,0,0,0,2,2,0
"chr7:134947508|134950514",8,0,11,15,3,6,4,3,10,12,13
"chr7:135393918|135398226",2,0,0,0,0,0,0,0,0,0,0
"chr7:135636331|135645018",2,0,0,0,0,0,0,0,0,0,0
"chr7:137645472|137690002",2,0,2,0,0,0,0,3,0,3,0
"chr7:137901354|137916012",4,0,4,7,2,6,4,2,0,0,4
"chr7:138525241|138538803",2,0,0,0,0,0,0,0,0,0,0
"chr7:139266333|139272440",6,2,0,3,3,2,2,5,3,4,7
"chr7:139398599|139405787",2,0,0,0,0,0,0,0,0,0,0
"chr7:139398599|139409654",3,0,0,6,0,0,2,0,3,5,2
"chr7:139715932|139717015",31,11,7,12,8,15,12,9,7,21,11
"chr7:140334429|140337349",2,2,5,3,2,3,0,0,0,0,3
"chr7:140334634|140337349",7,3,0,3,4,4,0,2,3,5,0
"chr7:140334679|140337349",3,0,0,3,0,2,3,0,0,0,0
"chr7:140355668|140358785",11,7,11,16,11,12,21,3,15,14,15
"chr7:140355668|140369682",3,0,2,4,0,4,0,6,5,6,3
"chr7:140585589|140587780",2,0,0,0,0,0,0,0,2,0,0
"chr7:140601403|140602542",3,4,0,4,0,0,0,0,0,3,0
"chr7:140702866|140704963",3,0,3,0,6,0,2,5,2,3,0
"chr7:140776912|140794467",5,3,3,3,0,0,3,0,0,0,0
"chr7:140776912|140808995",4,0,4,0,7,5,2,0,0,0,4
"chr7:141636960|141649333",4,0,0,5,5,6,0,0,6,3,0
"chr7:149018992|149021147",2,3,0,2,5,2,0,0,2,4,4
"chr7:151477333|151498180",2,0,0,0,0,0,0,0,2,0,0
"chr7:151484737|151498180",3,0,3,3,3,10,8,2,3,3,0
"chr7:152145165|152149152",4,0,0,2,2,0,2,0,0,2,0
"chr7:152249876|152250966",4,0,0,0,0,3,2,0,2,0,2
"chr7:152263016|152315338",2,0,3,0,3,4,4,0,3,2,0
"chr7:152309966|152315338",7,9,12,11,11,5,11,8,9,8,4
"chr7:153858490|153865052",6,0,6,6,4,6,5,0,7,17,9
"chr7:154446214|154637873",2,0,0,0,0,0,0,0,0,0,0
"chr7:155665175|155680908",6,0,2,7,6,0,6,0,0,6,4
"chr7:155665175|155707068",2,0,0,0,0,0,0,0,0,0,0
"chr7:155672867|155680908",25,11,11,15,30,30,14,12,28,15,25
"chr7:155737530|155745602",3,0,0,0,0,0,0,0,0,0,2
"chr7:156756393|156826744",3,0,0,3,2,2,0,0,0,0,2
"chr7:156826605|156836885",3,0,3,0,0,3,0,3,3,0,2
"chr7:157223254|157225539",2,0,0,0,0,0,0,0,2,0,0
"chr7:158759486|158764853",68,23,55,55,83,54,33,33,54,105,76
"chr7:158773341|158799072",4,0,0,0,3,6,0,0,5,2,4
"chr7:158788004|158799072",28,9,10,18,20,29,14,11,23,22,17
"chr7:158869855|158876691",7,6,4,8,2,3,7,0,5,0,8
"chr7:158869855|158918869",2,0,0,0,0,0,0,0,0,0,0
"chr7:158879684|158906091",4,0,0,4,0,0,0,0,0,0,0
"chr7:158901739|158906091",2,0,0,0,0,0,0,0,0,0,0
"chr8:668598|674047",6,0,0,0,0,0,0,0,0,0,0
"chr8:9704663|9710220",3,0,0,0,0,0,0,0,0,0,0
"chr8:10831665|10834775",2,0,0,0,0,0,0,0,0,0,0
"chr8:15650697|15673836",2,0,2,0,0,0,0,0,2,0,0
"chr8:17098162|17120401",3,0,0,0,0,0,0,0,0,0,0
"chr8:17234716|17237373",2,0,0,0,0,0,0,0,3,0,0
"chr8:17265907|17286427",3,6,3,8,6,5,3,5,4,10,5
"chr8:17268258|17286427",6,4,6,4,7,3,6,4,0,4,4
"chr8:17713214|17723833",4,0,0,0,4,0,2,2,2,3,2
"chr8:17743604|17755961",8,2,0,3,3,4,0,3,0,16,3
"chr8:18011237|18011827",3,4,3,6,5,6,8,2,5,5,3
"chr8:18572528|18575285",6,0,0,2,3,0,0,0,0,0,0
"chr8:18765449|18804898",4,0,0,8,6,6,4,6,8,2,0
"chr8:18799295|18804898",4,5,10,12,12,7,9,18,14,6,11
"chr8:21974670|21980203",2,0,0,0,2,0,3,0,2,2,0
"chr8:22196680|22197420",18,8,13,20,22,11,20,7,9,33,20
"chr8:22474954|22475624",5,4,2,5,4,0,0,4,3,0,4
"chr8:27294080|27294310",2,5,6,4,2,3,5,3,3,6,2
"chr8:28155942|28162078",2,0,3,2,2,0,0,0,3,2,4
"chr8:29045361|29049048",2,0,0,3,0,0,0,0,0,0,0
"chr8:30101898|30104486",4,2,5,0,6,0,2,10,3,4,3
"chr8:30474779|30479377",5,3,4,6,7,5,2,0,6,5,4
"chr8:30474779|30504436",16,9,13,12,13,13,8,0,13,7,12
"chr8:37765526|37766355",14,8,8,10,19,7,6,6,9,11,6
"chr8:37870420|37877551",2,0,0,0,6,0,0,4,6,0,0
"chr8:38114192|38119363",4,0,2,4,3,0,5,0,3,3,3
"chr8:38114192|38139075",2,0,0,0,0,0,0,0,0,0,0
"chr8:38424509|38426245",2,3,0,2,0,0,0,2,0,3,7
"chr8:38429682|38429948",20,2,4,8,5,7,7,0,7,8,3
"chr8:38457356|38457534",2,0,0,0,0,0,0,0,0,0,0
"chr8:38819522|38820635",4,3,11,3,2,6,0,0,5,2,6
"chr8:38836162|38838546",3,0,4,2,0,2,0,0,4,6,3
"chr8:39136657|39169997",2,0,0,0,0,0,0,0,0,0,0
"chr8:39221610|39257343",2,0,0,0,2,2,0,0,0,0,0
"chr8:42048378|42049707",2,0,0,0,0,0,0,0,0,0,0
"chr8:42325970|42329214",6,0,6,8,5,6,0,0,4,6,4
"chr8:42401788|42403461",3,0,2,0,0,6,0,0,0,0,0
"chr8:42906173|42943445",10,7,22,16,29,15,19,8,20,20,15
"chr8:42906173|43018494",12,15,11,8,12,7,5,0,8,18,10
"chr8:42957094|42964474",6,8,12,18,17,12,8,8,15,12,8
"chr8:42966473|42968214",2,0,2,0,3,0,0,0,0,0,0
"chr8:43059092|43064215",3,3,0,4,3,3,3,0,0,2,0
"chr8:43158575|43173743",3,0,2,0,0,0,0,0,2,0,0
"chr8:47279862|47294030",7,2,0,5,4,5,2,0,3,0,0
"chr8:47394978|47407961",3,0,0,0,4,0,2,0,4,3,0
"chr8:47396376|47407961",6,5,0,3,5,5,3,3,4,3,2
"chr8:47396376|47440542",2,2,0,0,2,0,2,2,2,4,0
"chr8:47700403|47702015",2,0,0,0,0,5,0,2,2,0,0
"chr8:47836338|47837419",2,0,0,0,0,0,0,0,0,0,0
"chr8:47953620|47957431",3,2,0,4,3,0,0,0,4,0,0
"chr8:51860845|51861246",32,19,17,24,24,26,21,18,27,37,21
"chr8:54062254|54065813",2,0,0,0,0,0,0,0,0,0,0
"chr8:55782748|55805036",2,0,0,0,0,0,0,0,0,0,0
"chr8:58623220|58643073",3,0,0,0,0,0,0,0,0,0,0
"chr8:60572046|60591969",4,0,5,2,8,3,4,4,9,7,4
"chr8:60584208|60591969",3,2,0,11,2,2,3,2,0,2,2
"chr8:60741259|60743097",2,3,0,0,2,5,0,3,5,2,3
"chr8:60794986|60801593",2,0,4,5,0,0,0,0,0,2,0
"chr8:61517528|61576858",2,0,0,0,0,0,0,0,0,0,0
"chr8:61618978|61644632",6,3,7,11,0,3,2,0,7,8,4
"chr8:61618978|61653660",16,7,9,25,14,7,14,5,18,23,11
"chr8:61618978|61684188",2,2,0,0,0,3,3,0,4,0,0
"chr8:61680968|61684188",18,16,9,19,14,25,12,17,23,12,15
"chr8:67095293|67095732",2,0,0,0,0,0,0,0,0,0,0
"chr8:67103037|67132080",3,2,0,0,2,0,2,0,0,0,0
"chr8:67105905|67116122",4,0,0,5,0,7,6,0,2,4,0
"chr8:67118248|67137603",2,2,2,4,0,3,7,0,4,3,0
"chr8:67118248|67164508",2,0,0,0,0,0,0,0,2,0,2
"chr8:67118248|67190759",3,0,0,0,3,0,0,0,0,0,0
"chr8:67251299|67259926",3,0,3,0,3,2,0,0,3,3,2
"chr8:67251299|67277457",2,0,0,3,0,2,0,0,0,0,0
"chr8:67287955|67302466",5,0,3,0,7,4,6,3,4,0,4
"chr8:67299209|67302466",2,0,5,7,12,0,3,0,3,2,5
"chr8:70159505|70162854",7,2,4,2,6,5,4,0,4,10,3
"chr8:70213903|70216764",8,4,5,6,11,6,8,5,8,9,7
"chr8:70583164|70598255",5,2,0,3,3,0,0,0,2,0,0
"chr8:72052539|72076627",2,0,0,0,0,4,0,6,2,6,0
"chr8:73673107|73688813",6,4,8,14,10,9,8,7,5,14,5
"chr8:74244529|74245175",2,0,0,0,0,0,0,0,2,0,0
"chr8:86368939|86381629",2,0,0,0,0,0,0,0,0,3,0
"chr8:86528536|86532580",3,0,0,2,5,0,0,0,0,3,4
"chr8:89647740|89725641",2,4,3,0,3,0,0,0,0,2,3
"chr8:89722015|89725641",9,0,2,3,2,7,3,0,3,5,5
"chr8:90321191|90360003",2,0,0,0,0,0,0,0,0,0,0
"chr8:91986124|92076137",4,0,0,0,0,0,0,0,0,0,0
"chr8:92005116|92017363",7,3,0,4,0,3,7,3,8,7,3
"chr8:92005116|92017431",2,0,0,0,0,0,0,0,0,0,0
"chr8:94534839|94543942",2,0,0,0,2,0,0,0,0,0,0
"chr8:94867140|94876489",2,0,0,0,3,0,2,0,0,0,0
"chr8:96834973|96880005",5,0,7,0,9,7,5,2,4,9,9
"chr8:97686668|97691188",6,0,0,0,0,0,0,2,3,0,0
"chr8:97805353|97825153",4,0,2,0,2,6,3,0,2,4,2
"chr8:98526742|98548161",3,0,0,4,2,0,3,0,0,0,0
"chr8:98526742|98596169",3,2,2,0,3,3,0,0,3,4,0
"chr8:98663930|98722969",2,0,0,0,0,0,0,0,0,0,0
"chr8:98706467|98707311",11,6,12,9,12,4,4,0,7,8,7
"chr8:98706467|98722818",2,0,0,0,0,0,0,0,0,0,0
"chr8:98706467|98722969",5,0,3,3,0,4,0,0,0,3,8
"chr8:99134632|99193057",2,0,0,0,0,2,0,0,0,0,0
"chr8:99431537|99521010",5,0,0,0,0,0,3,0,0,0,0
"chr8:99442401|99481802",3,0,0,0,0,0,0,0,0,2,3
"chr8:99981937|100066296",2,0,0,0,0,0,0,0,0,0,0
"chr8:100038931|100080355",3,0,0,0,0,0,0,0,0,0,0
"chr8:100047463|100080355",2,0,0,0,0,0,0,0,0,0,0
"chr8:100259107|100264785",4,0,0,0,0,3,2,0,0,3,0
"chr8:100259107|100288267",2,3,2,3,0,0,3,0,2,4,8
"chr8:100527845|100529860",4,0,0,0,0,2,0,0,0,0,0
"chr8:100709133|100713181",3,4,2,2,0,2,0,0,0,2,3
"chr8:102271134|102272772",3,0,2,0,0,0,0,0,0,0,0
"chr8:102271134|102280467",3,0,0,0,0,0,0,0,0,3,0
"chr8:102360071|102361626",18,10,6,14,19,25,19,11,19,22,15
"chr8:104068512|104148848",5,0,0,0,0,0,2,0,0,2,2
"chr8:105419144|105444381",14,3,30,12,14,18,13,3,12,46,22
"chr8:107284682|107303367",2,0,0,0,0,0,0,0,0,0,0
"chr8:108449823|108450492",5,2,0,2,4,5,4,3,0,4,3
"chr8:115587001|115623758",6,3,3,0,6,7,5,0,0,6,12
"chr8:116655856|116658980",2,2,0,3,3,0,3,0,2,4,0
"chr8:119756006|119791459",2,0,0,0,0,0,0,0,0,0,0
"chr8:119788338|119797846",2,0,0,0,0,0,0,0,3,0,0
"chr8:120001525|120009133",2,0,0,0,2,0,0,0,0,2,4
"chr8:123021447|123030716",2,0,0,0,2,0,0,0,0,0,0
"chr8:123077111|123109620",4,0,0,0,0,2,0,0,0,0,0
"chr8:127890589|127890998",2,4,7,3,7,8,4,3,12,3,4
"chr8:130152736|130169067",15,4,12,5,16,14,6,9,7,19,9
"chr8:130152736|130180880",26,21,17,39,36,18,18,22,25,16,21
"chr8:130179264|130180880",3,0,0,0,0,0,0,0,0,0,0
"chr8:130358017|130361771",13,3,5,7,8,5,7,4,7,7,0
"chr8:132622611|132661627",9,5,4,6,4,4,7,0,4,5,0
"chr8:134808504|134813169",2,0,0,0,0,0,0,0,0,0,0
"chr8:134812610|134813169",4,0,0,0,0,0,2,0,0,2,0
"chr8:140664917|140674404",4,0,2,3,0,0,0,2,0,0,0
"chr8:140700891|140702707",2,0,0,0,0,0,0,0,0,0,0
"chr8:140700891|140706205",3,4,4,0,3,0,5,3,2,7,0
"chr8:140735251|140752316",2,0,3,0,3,0,0,0,4,2,0
"chr8:140739018|140752316",3,0,4,4,2,6,3,0,2,2,3
"chr8:140761165|140890769",3,0,0,0,2,2,3,0,3,0,0
"chr8:140789474|140830526",4,3,0,6,0,4,4,2,0,3,2
"chr8:140789474|140864399",3,0,2,0,3,0,5,2,0,3,2
"chr8:140789474|140890769",12,6,3,4,4,6,12,3,7,10,10
"chr8:140800459|140890769",4,0,3,0,0,3,0,3,2,0,2
"chr8:140818277|140864399",3,0,3,0,4,0,3,0,0,2,5
"chr8:140818277|140890769",27,9,10,23,15,9,12,6,25,19,9
"chr8:140830472|140890769",4,3,7,0,10,3,0,0,3,4,4
"chr8:140846260|140890769",22,11,12,16,11,18,12,9,18,28,8
"chr8:140864312|140890769",26,21,16,10,17,20,19,12,33,17,20
"chr8:140864312|140925749",2,0,0,0,0,3,0,0,0,0,0
"chr8:140879471|140890769",11,3,6,4,5,2,9,2,9,4,6
"chr8:141160632|141163429",2,3,3,4,0,0,0,0,3,3,2
"chr8:141253989|141254629",22,7,9,8,9,9,4,6,9,34,12
"chr9:710804|713464",3,0,0,2,6,0,0,0,3,6,2
